":ID",":LABEL","description","rule_reference","date"
"VIOL_1290","Violation","bias","",""
"VIOL_1291","Violation","bias","",""
"VIOL_1292","Violation","bias","",""
"VIOL_1293","Violation","ex_parte","","2024-03-15"
"VIOL_1294","Violation","denial_of_hearing","",""
"VIOL_1295","Violation","ex_parte","","2024-03-15"
"VIOL_1296","Violation","denial_of_hearing","",""
"VIOL_1297","Violation","bias","MCR 2.114(D)",""
"VIOL_1298","Violation","bias","",""
"VIOL_1299","Violation","unclassified","",""
"VIOL_1300","Violation","bias","MCR 2.114(D)",""
"VIOL_1301","Violation","bias","",""
"VIOL_1302","Violation","unclassified","",""
"VIOL_1303","Violation","bias","MCR 2.114(D)",""
"VIOL_1304","Violation","bias","",""
"VIOL_1305","Violation","unclassified","",""
"VIOL_1306","Violation","bias","MCR 2.114(D)",""
"VIOL_1307","Violation","bias","",""
"VIOL_1308","Violation","unclassified","",""
"VIOL_1309","Violation","ex_parte","",""
"VIOL_1310","Violation","ex_parte","","2025-08-08"
"VIOL_1311","Violation","ex_parte","",""
"VIOL_1312","Violation","ex_parte","",""
"VIOL_1313","Violation","ex_parte","","2025-08-08"
"VIOL_1314","Violation","ex_parte","",""
"VIOL_1315","Violation","ex_parte","",""
"VIOL_1316","Violation","ex_parte","","2025-08-08"
"VIOL_1317","Violation","ex_parte","",""
"VIOL_1318","Violation","ex_parte","",""
"VIOL_1319","Violation","ex_parte","","2025-08-08"
"VIOL_1320","Violation","ex_parte","",""
"VIOL_1321","Violation","ex_parte","",""
"VIOL_1322","Violation","ex_parte","","2025-08-08"
"VIOL_1323","Violation","ex_parte","",""
"VIOL_1324","Violation","ex_parte","",""
"VIOL_1325","Violation","ex_parte","","2025-08-08"
"VIOL_1326","Violation","ex_parte","",""
"VIOL_1327","Violation","ex_parte","",""
"VIOL_1328","Violation","ex_parte","","2025-08-08"
"VIOL_1329","Violation","ex_parte","",""
"VIOL_1330","Violation","ex_parte","",""
"VIOL_1331","Violation","ex_parte","","2025-08-08"
"VIOL_1332","Violation","ex_parte","",""
"VIOL_1333","Violation","ex_parte","",""
"VIOL_1334","Violation","ex_parte","","2025-08-08"
"VIOL_1335","Violation","ex_parte","",""
"VIOL_1336","Violation","ex_parte","","2025-08-08"
"VIOL_1337","Violation","ex_parte","","2024-08-23"
"VIOL_1338","Violation","ex_parte","",""
"VIOL_1339","Violation","ex_parte","","2025-08-08"
"VIOL_1340","Violation","ex_parte","",""
"VIOL_1341","Violation","ex_parte","","2025-08-08"
"VIOL_1342","Violation","ex_parte","","2024-08-23"
"VIOL_1343","Violation","ex_parte","",""
"VIOL_1344","Violation","ex_parte","","2025-08-08"
"VIOL_1345","Violation","ex_parte","",""
"VIOL_1346","Violation","ex_parte","","2025-08-08"
"VIOL_1347","Violation","ex_parte","","2024-08-23"
"VIOL_1348","Violation","ex_parte","",""
"VIOL_1349","Violation","ex_parte","","2025-08-08"
"VIOL_1350","Violation","ex_parte","",""
"VIOL_1351","Violation","ex_parte","","2025-08-08"
"VIOL_1352","Violation","ex_parte","","2024-08-23"
"VIOL_1353","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1354","Violation","ex_parte","MCR 2.003(D)","2025-08-08"
"VIOL_1355","Violation","bias","MCR 2.003(C)",""
"VIOL_1356","Violation","bias","MCR 2.003(C)",""
"VIOL_1357","Violation","bias","",""
"VIOL_1358","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1359","Violation","ex_parte","MCR 2.003(D)","2025-08-08"
"VIOL_1360","Violation","bias","MCR 2.003(C)",""
"VIOL_1361","Violation","bias","MCR 2.003(C)",""
"VIOL_1362","Violation","bias","",""
"VIOL_1363","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1364","Violation","ex_parte","MCR 2.003(D)","2025-08-08"
"VIOL_1365","Violation","bias","MCR 2.003(C)",""
"VIOL_1366","Violation","bias","MCR 2.003(C)",""
"VIOL_1367","Violation","bias","",""
"VIOL_1368","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1369","Violation","ex_parte","MCR 2.003(D)","2025-08-08"
"VIOL_1370","Violation","bias","MCR 2.003(C)",""
"VIOL_1371","Violation","bias","MCR 2.003(C)",""
"VIOL_1372","Violation","bias","",""
"VIOL_1373","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1374","Violation","unclassified","",""
"VIOL_1375","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1376","Violation","ex_parte","",""
"VIOL_1377","Violation","ex_parte","","2025-08-08"
"VIOL_1378","Violation","ex_parte","",""
"VIOL_1379","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1380","Violation","unclassified","",""
"VIOL_1381","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1382","Violation","ex_parte","",""
"VIOL_1383","Violation","ex_parte","","2025-08-08"
"VIOL_1384","Violation","ex_parte","",""
"VIOL_1385","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1386","Violation","unclassified","",""
"VIOL_1387","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1388","Violation","ex_parte","",""
"VIOL_1389","Violation","ex_parte","","2025-08-08"
"VIOL_1390","Violation","ex_parte","",""
"VIOL_1391","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1392","Violation","unclassified","",""
"VIOL_1393","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1394","Violation","ex_parte","",""
"VIOL_1395","Violation","ex_parte","","2025-08-08"
"VIOL_1396","Violation","ex_parte","",""
"VIOL_1397","Violation","ex_parte","MCR 2.119(F)",""
"VIOL_1398","Violation","ex_parte","MCR 2.119(F)",""
"VIOL_1399","Violation","ex_parte","MCR 2.119(F)",""
"VIOL_1400","Violation","ex_parte","MCR 2.119(F)",""
"VIOL_1401","Violation","ex_parte","MCR 2.119(F)",""
"VIOL_1402","Violation","ex_parte","MCR 2.119(F)",""
"VIOL_1403","Violation","ex_parte","MCR 2.119(F)",""
"VIOL_1404","Violation","ex_parte","MCR 2.119(F)",""
"VIOL_1405","Violation","ex_parte","","2022-11-09"
"VIOL_1406","Violation","ex_parte","","2022-11-09"
"VIOL_1407","Violation","ex_parte","","2022-11-09"
"VIOL_1408","Violation","ex_parte","","2022-11-09"
"VIOL_1409","Violation","ex_parte","",""
"VIOL_1410","Violation","ex_parte","",""
"VIOL_1411","Violation","ex_parte","",""
"VIOL_1412","Violation","ex_parte","",""
"VIOL_1413","Violation","ex_parte","",""
"VIOL_1414","Violation","ex_parte","",""
"VIOL_1415","Violation","ex_parte","",""
"VIOL_1416","Violation","ex_parte","",""
"VIOL_1417","Violation","ex_parte","",""
"VIOL_1418","Violation","ex_parte","",""
"VIOL_1419","Violation","ex_parte","",""
"VIOL_1420","Violation","ex_parte","",""
"VIOL_1421","Violation","ex_parte","",""
"VIOL_1422","Violation","ex_parte","",""
"VIOL_1423","Violation","ex_parte","",""
"VIOL_1424","Violation","ex_parte","",""
"VIOL_1425","Violation","ex_parte","",""
"VIOL_1426","Violation","ex_parte","",""
"VIOL_1427","Violation","ex_parte","",""
"VIOL_1428","Violation","ex_parte","",""
"VIOL_1429","Violation","bias","MCR 2.222(A)",""
"VIOL_1430","Violation","ex_parte","",""
"VIOL_1431","Violation","ex_parte","",""
"VIOL_1432","Violation","ex_parte","",""
"VIOL_1433","Violation","ex_parte","",""
"VIOL_1434","Violation","ex_parte","",""
"VIOL_1435","Violation","ex_parte","",""
"VIOL_1436","Violation","ex_parte","",""
"VIOL_1437","Violation","ex_parte","",""
"VIOL_1438","Violation","ex_parte","",""
"VIOL_1439","Violation","ex_parte","",""
"VIOL_1440","Violation","ex_parte","",""
"VIOL_1441","Violation","ex_parte","",""
"VIOL_1442","Violation","ex_parte","",""
"VIOL_1443","Violation","ex_parte","",""
"VIOL_1444","Violation","ex_parte","",""
"VIOL_1445","Violation","ex_parte","",""
"VIOL_1446","Violation","ex_parte","",""
"VIOL_1447","Violation","ex_parte","",""
"VIOL_1448","Violation","ex_parte","",""
"VIOL_1449","Violation","ex_parte","",""
"VIOL_1450","Violation","ex_parte","",""
"VIOL_1451","Violation","ex_parte","",""
"VIOL_1452","Violation","ex_parte","",""
"VIOL_1453","Violation","ex_parte","",""
"VIOL_1454","Violation","ex_parte","",""
"VIOL_1455","Violation","ex_parte","",""
"VIOL_1456","Violation","bias","",""
"VIOL_1457","Violation","ex_parte","MCR 2.114",""
"VIOL_1458","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1459","Violation","bias","",""
"VIOL_1460","Violation","ex_parte","",""
"VIOL_1461","Violation","bias","",""
"VIOL_1462","Violation","ex_parte","MCR 2.114",""
"VIOL_1463","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1464","Violation","bias","",""
"VIOL_1465","Violation","ex_parte","",""
"VIOL_1466","Violation","bias","",""
"VIOL_1467","Violation","ex_parte","MCR 2.114",""
"VIOL_1468","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1469","Violation","bias","",""
"VIOL_1470","Violation","ex_parte","",""
"VIOL_1471","Violation","bias","",""
"VIOL_1472","Violation","ex_parte","MCR 2.114",""
"VIOL_1473","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1474","Violation","bias","",""
"VIOL_1475","Violation","ex_parte","",""
"VIOL_1476","Violation","ex_parte","",""
"VIOL_1477","Violation","ex_parte","","2025-08-08"
"VIOL_1478","Violation","ex_parte","",""
"VIOL_1479","Violation","ex_parte","",""
"VIOL_1480","Violation","ex_parte","","2025-08-08"
"VIOL_1481","Violation","ex_parte","",""
"VIOL_1482","Violation","ex_parte","",""
"VIOL_1483","Violation","ex_parte","","2025-08-08"
"VIOL_1484","Violation","ex_parte","",""
"VIOL_1485","Violation","ex_parte","",""
"VIOL_1486","Violation","ex_parte","","2025-08-08"
"VIOL_1487","Violation","bias","MCR 2.003(C)",""
"VIOL_1488","Violation","ex_parte","MCR 3.206",""
"VIOL_1489","Violation","bias","",""
"VIOL_1490","Violation","bias","","2025-01-07"
"VIOL_1491","Violation","unclassified","","2024-12-26"
"VIOL_1492","Violation","unclassified","",""
"VIOL_1493","Violation","bias","",""
"VIOL_1494","Violation","bias","","2025-01-07"
"VIOL_1495","Violation","unclassified","","2024-12-26"
"VIOL_1496","Violation","unclassified","",""
"VIOL_1497","Violation","bias","",""
"VIOL_1498","Violation","bias","","2025-01-07"
"VIOL_1499","Violation","unclassified","","2024-12-26"
"VIOL_1500","Violation","unclassified","",""
"VIOL_1501","Violation","bias","",""
"VIOL_1502","Violation","bias","","2025-01-07"
"VIOL_1503","Violation","unclassified","","2024-12-26"
"VIOL_1504","Violation","unclassified","",""
"VIOL_1505","Violation","bias","",""
"VIOL_1506","Violation","bias","","2025-01-07"
"VIOL_1507","Violation","unclassified","","2024-12-26"
"VIOL_1508","Violation","unclassified","",""
"VIOL_1509","Violation","bias","",""
"VIOL_1510","Violation","bias","","2025-01-07"
"VIOL_1511","Violation","unclassified","","2024-12-26"
"VIOL_1512","Violation","unclassified","",""
"VIOL_1513","Violation","bias","",""
"VIOL_1514","Violation","bias","","2025-01-07"
"VIOL_1515","Violation","unclassified","","2024-12-26"
"VIOL_1516","Violation","unclassified","",""
"VIOL_1517","Violation","ex_parte","","2025-08-08"
"VIOL_1518","Violation","ex_parte","",""
"VIOL_1519","Violation","ex_parte","","2025-08-08"
"VIOL_1520","Violation","ex_parte","",""
"VIOL_1521","Violation","ex_parte","","2025-08-08"
"VIOL_1522","Violation","ex_parte","",""
"VIOL_1523","Violation","ex_parte","","2025-08-08"
"VIOL_1524","Violation","ex_parte","",""
"VIOL_1525","Violation","bias","",""
"VIOL_1526","Violation","bias","",""
"VIOL_1527","Violation","bias","",""
"VIOL_1528","Violation","bias","",""
"VIOL_1529","Violation","bias","",""
"VIOL_1530","Violation","ex_parte","",""
"VIOL_1531","Violation","ex_parte","",""
"VIOL_1532","Violation","ex_parte","",""
"VIOL_1533","Violation","ex_parte","",""
"VIOL_1534","Violation","bias","",""
"VIOL_1535","Violation","bias","",""
"VIOL_1536","Violation","bias","",""
"VIOL_1537","Violation","bias","",""
"VIOL_1538","Violation","bias","",""
"VIOL_1539","Violation","bias","",""
"VIOL_1540","Violation","bias","",""
"VIOL_1541","Violation","bias","",""
"VIOL_1542","Violation","bias","",""
"VIOL_1543","Violation","bias","",""
"VIOL_1544","Violation","bias","",""
"VIOL_1545","Violation","bias","",""
"VIOL_1546","Violation","bias","",""
"VIOL_1547","Violation","bias","",""
"VIOL_1548","Violation","bias","",""
"VIOL_1549","Violation","bias","",""
"VIOL_1550","Violation","ex_parte","",""
"VIOL_1551","Violation","ex_parte","",""
"VIOL_1552","Violation","ex_parte","",""
"VIOL_1553","Violation","ex_parte","",""
"VIOL_1554","Violation","ex_parte","",""
"VIOL_1555","Violation","ex_parte","",""
"VIOL_1556","Violation","ex_parte","",""
"VIOL_1557","Violation","ex_parte","",""
"VIOL_1558","Violation","ex_parte","",""
"VIOL_1559","Violation","bias","MCR 2.003",""
"VIOL_1560","Violation","bias","",""
"VIOL_1561","Violation","bias","MCR 2.003",""
"VIOL_1562","Violation","bias","",""
"VIOL_1563","Violation","bias","MCR 2.003",""
"VIOL_1564","Violation","bias","",""
"VIOL_1565","Violation","bias","MCR 2.003",""
"VIOL_1566","Violation","bias","",""
"VIOL_1567","Violation","ex_parte","","2025-08-08"
"VIOL_1568","Violation","bias","MCR 2.003(C)",""
"VIOL_1569","Violation","bias","MCR 2.003(C)",""
"VIOL_1570","Violation","ex_parte","","2025-08-08"
"VIOL_1571","Violation","bias","MCR 2.003(C)",""
"VIOL_1572","Violation","bias","MCR 2.003(C)",""
"VIOL_1573","Violation","ex_parte","","2025-08-08"
"VIOL_1574","Violation","bias","MCR 2.003(C)",""
"VIOL_1575","Violation","bias","MCR 2.003(C)",""
"VIOL_1576","Violation","ex_parte","","2025-08-08"
"VIOL_1577","Violation","bias","MCR 2.003(C)",""
"VIOL_1578","Violation","bias","MCR 2.003(C)",""
"VIOL_1579","Violation","denial_of_hearing","",""
"VIOL_1580","Violation","ex_parte","",""
"VIOL_1581","Violation","denial_of_hearing","",""
"VIOL_1582","Violation","ex_parte","",""
"VIOL_1583","Violation","bias","",""
"VIOL_1584","Violation","bias","",""
"VIOL_1585","Violation","bias","",""
"VIOL_1586","Violation","bias","",""
"VIOL_1587","Violation","bias","",""
"VIOL_1588","Violation","ex_parte","MCR 7.315(C)",""
"VIOL_1589","Violation","ex_parte","","2025-08-08"
"VIOL_1590","Violation","ex_parte","",""
"VIOL_1591","Violation","ex_parte","",""
"VIOL_1592","Violation","ex_parte","",""
"VIOL_1593","Violation","ex_parte","MCR 7.315(C)",""
"VIOL_1594","Violation","ex_parte","","2025-08-08"
"VIOL_1595","Violation","ex_parte","",""
"VIOL_1596","Violation","ex_parte","",""
"VIOL_1597","Violation","ex_parte","",""
"VIOL_1598","Violation","ex_parte","MCR 7.315(C)",""
"VIOL_1599","Violation","ex_parte","","2025-08-08"
"VIOL_1600","Violation","ex_parte","",""
"VIOL_1601","Violation","ex_parte","",""
"VIOL_1602","Violation","ex_parte","",""
"VIOL_1603","Violation","ex_parte","MCR 7.315(C)",""
"VIOL_1604","Violation","ex_parte","","2025-08-08"
"VIOL_1605","Violation","ex_parte","",""
"VIOL_1606","Violation","ex_parte","",""
"VIOL_1607","Violation","ex_parte","",""
"VIOL_1608","Violation","ex_parte","",""
"VIOL_1609","Violation","ex_parte","",""
"VIOL_1610","Violation","ex_parte","MCR 3.310(A)",""
"VIOL_1611","Violation","ex_parte","",""
"VIOL_1612","Violation","ex_parte","",""
"VIOL_1613","Violation","ex_parte","",""
"VIOL_1614","Violation","unclassified","",""
"VIOL_1615","Violation","unclassified","",""
"VIOL_1616","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1617","Violation","bias","",""
"VIOL_1618","Violation","bias","",""
"VIOL_1619","Violation","bias","",""
"VIOL_1620","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1621","Violation","bias","",""
"VIOL_1622","Violation","bias","",""
"VIOL_1623","Violation","bias","",""
"VIOL_1624","Violation","bias","MCR 2.114(D)",""
"VIOL_1625","Violation","bias","",""
"VIOL_1626","Violation","bias","",""
"VIOL_1627","Violation","ex_parte","",""
"VIOL_1628","Violation","ex_parte","","2024-04-11"
"VIOL_1629","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1630","Violation","ex_parte","",""
"VIOL_1631","Violation","ex_parte","","2024-04-11"
"VIOL_1632","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1633","Violation","ex_parte","",""
"VIOL_1634","Violation","ex_parte","","2024-04-11"
"VIOL_1635","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1636","Violation","ex_parte","",""
"VIOL_1637","Violation","ex_parte","","2024-04-11"
"VIOL_1638","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1639","Violation","ex_parte","",""
"VIOL_1640","Violation","ex_parte","",""
"VIOL_1641","Violation","ex_parte","","2025-08-08"
"VIOL_1642","Violation","ex_parte","",""
"VIOL_1643","Violation","ex_parte","",""
"VIOL_1644","Violation","ex_parte","","2025-08-08"
"VIOL_1645","Violation","ex_parte","",""
"VIOL_1646","Violation","ex_parte","",""
"VIOL_1647","Violation","ex_parte","","2025-08-08"
"VIOL_1648","Violation","ex_parte","",""
"VIOL_1649","Violation","ex_parte","",""
"VIOL_1650","Violation","ex_parte","","2025-08-08"
"VIOL_1651","Violation","bias","",""
"VIOL_1652","Violation","bias","",""
"VIOL_1653","Violation","bias","",""
"VIOL_1654","Violation","bias","",""
"VIOL_1655","Violation","bias","",""
"VIOL_1656","Violation","bias","",""
"VIOL_1657","Violation","bias","",""
"VIOL_1658","Violation","bias","",""
"VIOL_1659","Violation","ex_parte","",""
"VIOL_1660","Violation","ex_parte","",""
"VIOL_1661","Violation","ex_parte","",""
"VIOL_1662","Violation","ex_parte","",""
"VIOL_1663","Violation","ex_parte","",""
"VIOL_1664","Violation","ex_parte","",""
"VIOL_1665","Violation","ex_parte","",""
"VIOL_1666","Violation","ex_parte","",""
"VIOL_1667","Violation","ex_parte","",""
"VIOL_1668","Violation","ex_parte","",""
"VIOL_1669","Violation","ex_parte","",""
"VIOL_1670","Violation","ex_parte","",""
"VIOL_1671","Violation","ex_parte","",""
"VIOL_1672","Violation","ex_parte","",""
"VIOL_1673","Violation","ex_parte","",""
"VIOL_1674","Violation","ex_parte","",""
"VIOL_1675","Violation","bias","",""
"VIOL_1676","Violation","bias","MCR 2.003(C)",""
"VIOL_1677","Violation","bias","",""
"VIOL_1678","Violation","bias","",""
"VIOL_1679","Violation","bias","",""
"VIOL_1680","Violation","ex_parte","",""
"VIOL_1681","Violation","bias","",""
"VIOL_1682","Violation","ex_parte","",""
"VIOL_1683","Violation","ex_parte","","2024-03-15"
"VIOL_1684","Violation","bias","MCR 2.003(C)",""
"VIOL_1685","Violation","bias","",""
"VIOL_1686","Violation","bias","",""
"VIOL_1687","Violation","bias","",""
"VIOL_1688","Violation","ex_parte","",""
"VIOL_1689","Violation","ex_parte","","2024-03-15"
"VIOL_1690","Violation","bias","MCR 2.003(C)",""
"VIOL_1691","Violation","bias","",""
"VIOL_1692","Violation","bias","",""
"VIOL_1693","Violation","bias","",""
"VIOL_1694","Violation","ex_parte","",""
"VIOL_1695","Violation","ex_parte","","2024-03-15"
"VIOL_1696","Violation","bias","MCR 2.003(C)",""
"VIOL_1697","Violation","bias","",""
"VIOL_1698","Violation","bias","",""
"VIOL_1699","Violation","bias","",""
"VIOL_1700","Violation","ex_parte","",""
"VIOL_1701","Violation","ex_parte","","2024-03-15"
"VIOL_1702","Violation","bias","MCR 2.003(C)",""
"VIOL_1703","Violation","bias","",""
"VIOL_1704","Violation","bias","",""
"VIOL_1705","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1706","Violation","bias","MCR 2.003",""
"VIOL_1707","Violation","ex_parte","",""
"VIOL_1708","Violation","ex_parte","",""
"VIOL_1709","Violation","denial_of_hearing","","2026-01-10"
"VIOL_1710","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1711","Violation","bias","MCR 2.003",""
"VIOL_1712","Violation","ex_parte","",""
"VIOL_1713","Violation","ex_parte","",""
"VIOL_1714","Violation","denial_of_hearing","","2026-01-10"
"VIOL_1715","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1716","Violation","bias","MCR 2.003",""
"VIOL_1717","Violation","ex_parte","",""
"VIOL_1718","Violation","ex_parte","",""
"VIOL_1719","Violation","denial_of_hearing","","2026-01-10"
"VIOL_1720","Violation","ex_parte","MCR 3.207(B)",""
"VIOL_1721","Violation","bias","MCR 2.003",""
"VIOL_1722","Violation","ex_parte","",""
"VIOL_1723","Violation","ex_parte","",""
"VIOL_1724","Violation","denial_of_hearing","","2026-01-10"
"VIOL_1725","Violation","ex_parte","","2025-08-08"
"VIOL_1726","Violation","ex_parte","","2024-07-01"
"VIOL_1727","Violation","ex_parte","","2024-04-11"
"VIOL_1728","Violation","ex_parte","","2024-04-29"
"VIOL_1729","Violation","ex_parte","","2025-09-04"
"VIOL_1730","Violation","ex_parte","","2025-08-08"
"VIOL_1731","Violation","ex_parte","","2024-07-01"
"VIOL_1732","Violation","ex_parte","","2024-04-11"
"VIOL_1733","Violation","ex_parte","","2024-04-29"
"VIOL_1734","Violation","ex_parte","","2025-09-04"
"VIOL_1735","Violation","ex_parte","",""
"VIOL_1736","Violation","ex_parte","",""
"VIOL_1737","Violation","ex_parte","",""
"VIOL_1738","Violation","ex_parte","",""
"VIOL_1739","Violation","ex_parte","",""
"VIOL_1740","Violation","ex_parte","",""
"VIOL_1741","Violation","ex_parte","",""
"VIOL_1742","Violation","ex_parte","",""
"VIOL_1743","Violation","denial_of_hearing","","2026-01-10"
"VIOL_1744","Violation","ex_parte","",""
"VIOL_1745","Violation","ex_parte","",""
"VIOL_1746","Violation","denial_of_hearing","","2026-01-10"
"VIOL_1747","Violation","ex_parte","",""
"VIOL_1748","Violation","ex_parte","",""
"VIOL_1749","Violation","denial_of_hearing","","2026-01-10"
"VIOL_1750","Violation","ex_parte","",""
"VIOL_1751","Violation","ex_parte","",""
"VIOL_1752","Violation","denial_of_hearing","","2026-01-10"
"VIOL_1753","Violation","ex_parte","",""
"VIOL_1754","Violation","ex_parte","",""
"VIOL_1755","Violation","ex_parte","",""
"VIOL_1756","Violation","ex_parte","",""
"VIOL_1757","Violation","ex_parte","",""
"VIOL_1758","Violation","ex_parte","",""
"VIOL_1759","Violation","ex_parte","MCR 3.708",""
"VIOL_1760","Violation","denial_of_hearing","",""
"VIOL_1761","Violation","ex_parte","",""
"VIOL_1762","Violation","ex_parte","MCR 3.708",""
"VIOL_1763","Violation","denial_of_hearing","",""
"VIOL_1764","Violation","ex_parte","",""
"VIOL_1765","Violation","ex_parte","","2025-08-08"
"VIOL_1766","Violation","ex_parte","MCR 3.207(B)","2025-08-08"
"VIOL_1767","Violation","ex_parte","",""
"VIOL_1768","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1769","Violation","ex_parte","MCR 2.003(C)","2025-08-08"
"VIOL_1770","Violation","ex_parte","","2025-08-08"
"VIOL_1771","Violation","ex_parte","","2025-08-08"
"VIOL_1772","Violation","ex_parte","","2025-08-08"
"VIOL_1773","Violation","ex_parte","","2025-08-08"
"VIOL_1774","Violation","ex_parte","","2025-08-08"
"VIOL_1775","Violation","ex_parte","","2025-08-08"
"VIOL_1776","Violation","ex_parte","","2025-08-08"
"VIOL_1777","Violation","ex_parte","","2025-08-08"
"VIOL_1778","Violation","ex_parte","",""
"VIOL_1779","Violation","unclassified","",""
"VIOL_1780","Violation","ex_parte","","2024-04-11"
"VIOL_1781","Violation","ex_parte","",""
"VIOL_1782","Violation","ex_parte","",""
"VIOL_1783","Violation","ex_parte","","2024-04-11"
"VIOL_1784","Violation","ex_parte","",""
"VIOL_1785","Violation","ex_parte","",""
"VIOL_1786","Violation","ex_parte","","2024-04-11"
"VIOL_1787","Violation","ex_parte","",""
"VIOL_1788","Violation","ex_parte","",""
"VIOL_1789","Violation","ex_parte","","2024-04-11"
"VIOL_1790","Violation","ex_parte","",""
"VIOL_1791","Violation","ex_parte","",""
"VIOL_1792","Violation","unclassified","",""
"VIOL_1793","Violation","ex_parte","",""
"VIOL_1794","Violation","ex_parte","",""
"VIOL_1795","Violation","ex_parte","",""
"VIOL_1796","Violation","ex_parte","","2025-08-08"
"VIOL_1797","Violation","ex_parte","","2025-08-08"
"VIOL_1798","Violation","ex_parte","",""
"VIOL_1799","Violation","ex_parte","",""
"VIOL_1800","Violation","ex_parte","",""
"VIOL_1801","Violation","ex_parte","",""
"VIOL_1802","Violation","ex_parte","",""
"VIOL_1803","Violation","ex_parte","",""
"VIOL_1804","Violation","ex_parte","",""
"VIOL_1805","Violation","ex_parte","",""
"VIOL_1806","Violation","ex_parte","",""
"VIOL_1807","Violation","ex_parte","",""
"VIOL_1808","Violation","ex_parte","",""
"VIOL_1809","Violation","ex_parte","","2025-08-08"
"VIOL_1810","Violation","ex_parte","",""
"VIOL_1811","Violation","ex_parte","","2025-08-08"
"VIOL_1812","Violation","ex_parte","","2025-08-08"
"VIOL_1813","Violation","ex_parte","",""
"VIOL_1814","Violation","ex_parte","","2025-08-08"
"VIOL_1815","Violation","ex_parte","","2025-08-08"
"VIOL_1816","Violation","ex_parte","",""
"VIOL_1817","Violation","ex_parte","","2025-08-08"
"VIOL_1818","Violation","ex_parte","","2025-08-08"
"VIOL_1819","Violation","ex_parte","",""
"VIOL_1820","Violation","ex_parte","","2025-08-08"
"VIOL_1821","Violation","ex_parte","","2025-08-08"
"VIOL_1822","Violation","ex_parte","",""
"VIOL_1823","Violation","ex_parte","","2025-08-08"
"VIOL_1824","Violation","ex_parte","","2025-08-08"
"VIOL_1825","Violation","ex_parte","",""
"VIOL_1826","Violation","ex_parte","","2025-08-08"
"VIOL_1827","Violation","ex_parte","","2025-08-08"
"VIOL_1828","Violation","ex_parte","",""
"VIOL_1829","Violation","ex_parte","","2025-08-08"
"VIOL_1830","Violation","ex_parte","","2025-08-08"
"VIOL_1831","Violation","ex_parte","",""
"VIOL_1832","Violation","ex_parte","","2025-08-08"
"VIOL_1833","Violation","ex_parte","","2025-08-08"
"VIOL_1834","Violation","ex_parte","",""
"VIOL_1835","Violation","ex_parte","","2025-08-08"
"VIOL_1836","Violation","bias","MCR 2.003(C)",""
"VIOL_1837","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1838","Violation","ex_parte","",""
"VIOL_1839","Violation","ex_parte","",""
"VIOL_1840","Violation","ex_parte","",""
"VIOL_1841","Violation","ex_parte","","2025-08-08"
"VIOL_1842","Violation","ex_parte","",""
"VIOL_1843","Violation","bias","MCR 2.003(C)",""
"VIOL_1844","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1845","Violation","ex_parte","",""
"VIOL_1846","Violation","ex_parte","",""
"VIOL_1847","Violation","ex_parte","",""
"VIOL_1848","Violation","ex_parte","","2025-08-08"
"VIOL_1849","Violation","ex_parte","",""
"VIOL_1850","Violation","bias","MCR 2.003(C)",""
"VIOL_1851","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1852","Violation","ex_parte","",""
"VIOL_1853","Violation","ex_parte","",""
"VIOL_1854","Violation","ex_parte","",""
"VIOL_1855","Violation","ex_parte","","2025-08-08"
"VIOL_1856","Violation","ex_parte","",""
"VIOL_1857","Violation","bias","MCR 2.003(C)",""
"VIOL_1858","Violation","ex_parte","MCR 2.003(C)",""
"VIOL_1859","Violation","ex_parte","",""
"VIOL_1860","Violation","ex_parte","",""
"VIOL_1861","Violation","ex_parte","",""
"VIOL_1862","Violation","ex_parte","","2025-08-08"
"VIOL_1863","Violation","ex_parte","",""
