date_raw,date_norm,relpath,line_no,context
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
9/11/25,2025-09-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
9/11/25,2025-09-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/16/2025,2025-05-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/16/2025,2025-05-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
12/4/2025,2025-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
03/13/2023,2023-03-13,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
03/14/2023,2023-03-14,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
03/15/2023,2023-03-15,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
03/20/2023,2023-03-20,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
03/24/2023,2023-03-24,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
03/28/2023,2023-03-28,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
03/30/2023,2023-03-30,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/05/2023,2023-04-05,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/11/2023,2023-04-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/12/2023,2023-04-12,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/26/2023,2023-04-26,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/01/2023,2023-05-01,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/02/2023,2023-05-02,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/15/2023,2023-05-15,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/20/2023,2023-05-20,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/26/2023,2023-05-26,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
06/01/2023,2023-06-01,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
06/06/2023,2023-06-06,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
06/10/2023,2023-06-10,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
06/11/2023,2023-06-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
07/04/2023,2023-07-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
07/10/2023,2023-07-10,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
07/11/2023,2023-07-11,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
08/01/2023,2023-08-01,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
08/02/2023,2023-08-02,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
08/04/2023,2023-08-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
08/18/2023,2023-08-18,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
08/30/2023,2023-08-30,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
09/04/2023,2023-09-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
09/06/2023,2023-09-06,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
09/10/2023,2023-09-10,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
09/15/2023,2023-09-15,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
09/16/2023,2023-09-16,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
10/01/2023,2023-10-01,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
10/08/2023,2023-10-08,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
10/20/2023,2023-10-20,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
10/25/2023,2023-10-25,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
11/01/2023,2023-11-01,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
11/06/2023,2023-11-06,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
9/9/2025,2025-09-09,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
09/04/2025,2025-09-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
8/8/2025,2025-08-08,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
8/22/25,2025-08-22,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
5/19/25,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
5/7/25,2025-05-07,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
05/19/2025,2025-05-19,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
5/20/2025,2025-05-20,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
4/24/25,2025-04-24,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
4/28/25,2025-04-28,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
04/28/2025,2025-04-28,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2002-02-06,2002-02-06,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2002-05-31,2002-05-31,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2020-01-13,2020-01-13,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2023-12-04,2023-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2023-12-04,2023-12-04,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2002-02-06,2002-02-06,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2002-05-31,2002-05-31,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
2020-01-13,2020-01-13,ATTACHMENT_HARVEST_20260208/ATTACHMENT_HARVEST_20260208/contradiction_map_normalized.csv,142,"CM-20260123-00141,MISSING_EXHIBIT_PLACEHOLDER,""""""success"""", """"run_id"""": """"56d746ae-4d30-4bc5-a2d7-95b8764a1e20"""", """"start_time"""": 1757613310.960754, """"update_time"""": 1757613315.8288693, """"code"""": """"# Properly rename the "
