Filename,Full Path,Size (bytes),Size (MB),Pages,Document Type,Modified Date,Text Preview (first 100 chars)
NoReply_20250827_142657_0041.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0041.pdf,8944,0.01,1,Unknown,2025-08-28 14:44:42,EX  BIT 3
NoReply_20250827_142657_0042.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0042.pdf,565017,0.54,1,Unknown,2025-08-28 14:44:42,"12/16/24,  3:21 PM Gmail  - RE: Formal  Notice:  Ledger  Discrepancy,  Unauthorized  Charges,  and L"
NoReply_20250827_142657_0043.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0043.pdf,58246,0.06,1,Unknown,2025-08-28 14:44:42,"12/16/24,  3:21 PM Gmail  - RE: Formal  Notice: Ledger  Discrepancy,  Unauthorized  Charges,  and Le"
NoReply_20250827_142657_0044.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0044.pdf,302601,0.29,1,Unknown,2025-08-28 14:44:42,"12/16/24,  3:24  PM Gmail  - RE: %Gmail Andrew  P <andrewjpigors@gmail.com> RE: 1 message River Grov"
NoReply_20250827_142657_0045.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0045.pdf,547202,0.52,1,Unknown,2025-08-28 14:44:42,"12/16/24,  3:24 PM Gmail - RE: While  I am prepared  to make  my monthly  payment,  I am not  comfor"
NoReply_20250827_142657_0046.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0046.pdf,50860,0.05,1,Unknown,2025-08-28 14:44:42,[Gmail Andrew P <andrewjpigors@gmail.com:b RE:  It's  a good  day  at Shady  Oaks I message Shady Oa
NoReply_20250827_142657_0047.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0047.pdf,14330,0.01,1,Unknown,2025-08-28 14:44:44,communicating  with us so we do not keep  disturbing  you with  calls  and emails.  We  value  you a
NoReply_20250827_142657_0048.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0048.pdf,28148,0.03,1,Unknown,2025-08-28 14:44:44,M iuestion  for  you message hady Oaks Park MHC <shadyoaks@ourhomesofamerica.com> i: andrewjpigors@g
NoReply_20250827_142657_0049.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0049.pdf,32322,0.03,1,Unknown,2025-08-28 14:44:44,%Gmail Andrew P <andrewjpigors@gmail.com:b Question  for  you Shady  Oaks Park  MHC <shadyoaks@ourho
NoReply_20250827_142657_0050.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0050.pdf,31677,0.03,1,Unknown,2025-08-28 14:44:44,M  Gmail Andrew P <andrewjpigors@gmail.com> Question  for  you Shady  Oaks Park MHC <shadyoaks@ourho
NoReply_20250827_142657_0051.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0051.pdf,63170,0.06,1,Unknown,2025-08-28 14:44:44,"2/13/25,  2:42  PM Gmail  - Question  for  you %Gmail Andrew  P <andrewjpigors@gmail.com> Question"
NoReply_20250827_142657_0052.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0052.pdf,52988,0.05,1,Unknown,2025-08-28 14:44:44,"2/13/25, 2:43 PM  Gmail - Question for you a  MCL 600.2918  - Illegal  Eviction  Attempt  (Untawful"
NoReply_20250827_142657_0053.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0053.pdf,68281,0.07,1,Unknown,2025-08-28 14:44:44,"2/1 3/25,  2:43  PM Gmail  - Question  for  you Beyond  the  direct  legal  exposure  of  your  comp"
NoReply_20250827_142657_0054.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_142657_0054.pdf,22561,0.02,1,Unknown,2025-08-28 14:44:44,"2/1 3/25,  2:43  PM Gmail  - Question  for  you Final  Consideration At this  stage,  it is no longe"
NoReply_20250827_143247_0001.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0001.pdf,54073,0.05,1,Complaint,2025-08-28 14:43:50,"ST  ATE  OF MICHIGAN IN  THE  l 4""' CIRCUIT  COURT FOR  THE  COL'NTY  OF MUSKEGON ANDREW  J. PIGORS"
NoReply_20250827_143247_0002.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0002.pdf,65760,0.06,1,Unknown,2025-08-28 14:43:50,"4.   Defendant  engaged  in a pattern  of  improper,  deceptive,  anrl  npgligmt  options, including"
NoReply_20250827_143247_0003.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0003.pdf,45209,0.04,1,Unknown,2025-08-28 14:43:50,"not  do  so  because   there  was  an ""order""   barring   the  eviction.   Exhibit   6  (the ""Fake O"
NoReply_20250827_143247_0004.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0004.pdf,50929,0.05,1,Complaint,2025-08-28 14:43:50,19. MCR  2.109  pernnits  this  Court  to order  the Plaintiff  to post  a bond  as surety  in an am
NoReply_20250827_143247_0005.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0005.pdf,63577,0.06,1,Motion,2025-08-28 14:43:50,BRIEF  IN  SUPPORT  OF  MOTION I.   Security  for  Costs  / MCR  2.109  (A) MCR  2.109  (A)  permits
NoReply_20250827_143247_0006.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0006.pdf,66213,0.06,1,Unknown,2025-08-28 14:43:50,subjective  standard  and  not  on a party's  good-faith.  Id.  A reasonable  basis  to be]ieve  tha
NoReply_20250827_143247_0007.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0007.pdf,60834,0.06,1,Complaint,2025-08-28 14:43:50,"determined in that prior proceeding"" Rental Props Owners Ass'n of Kerit Co v Kent Co Treasurer, 308"
NoReply_20250827_143247_0008.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0008.pdf,56315,0.05,1,Unknown,2025-08-28 14:43:52,"As  more  fully  set  forth   above,  this  Court   has the  inherent   authority  to  sanction misc"
NoReply_20250827_143247_0009.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0009.pdf,27501,0.03,1,Motion,2025-08-28 14:43:52,NOTICE  OF  HEARING Defendant's  Motion  shall  be heard  before  the Hon.  Kenneth  S. Hoopes  on A
NoReply_20250827_143247_0010.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0010.pdf,7167,0.01,1,Unknown,2025-08-28 14:43:52,Exhibit  I
NoReply_20250827_143247_0011.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0011.pdf,168871,0.16,1,Unknown,2025-08-28 14:43:52,"STATE  OF MICHIGAN  ' JuDICIAl DISTRICT Courtaddress  "" 990TeiffaCeStlMtiSkegOnlMlChlgan  49442 APFI"
NoReply_20250827_143247_0012.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0012.pdf,144264,0.14,1,Unknown,2025-08-28 14:43:52,"A Affldavit and Ctalm, Small Clalms  (1/24) Pagei2  of2 11. lbelievethedefend,ant  [Zli,q  € lsnqt"
NoReply_20250827_143247_0013.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0013.pdf,54237,0.05,1,Complaint,2025-08-28 14:43:52,"Pigors V Shady Oaks ST  ATE  OF  MICHIGAN IN  THE,  CIRCUIT  COURT  FOR  THE  COUNTY  OF  MUSKEGON A"
NoReply_20250827_143247_0014.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0014.pdf,63780,0.06,1,Unknown,2025-08-28 14:43:52,Pigors V Shady Oaks II.  JURISDICTION  AND  VENUE 5. This  Court  has jurisdiction  pursuant  to MCL
NoReply_20250827_143247_0015.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0015.pdf,63752,0.06,1,Complaint,2025-08-28 14:43:52,"Pigors  V Shady  Oaks 11. Defendant  submitted  a redacted  rent  ledger  in its counterclaim,  omit"
NoReply_20250827_143247_0016.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0016.pdf,73729,0.07,1,Complaint,2025-08-28 14:43:52,Pigors V Shady Oaks COUNT  II:  FRAUDULENT  MISREPRESENT  ATION Defendant  knowingly  provided  fals
NoReply_20250827_143247_0017.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0017.pdf,50380,0.05,1,Motion,2025-08-28 14:43:52,"Pigors V Shady Oaks VI.  DAMAGES  & RELIEF  REQUESTED Total  damages  do not  exceed  $25,000  and a"
NoReply_20250827_143247_0018.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0018.pdf,42554,0.04,1,Complaint,2025-08-28 14:43:52,"Pigors V Shady Oaks VII.  CONCLUSION  & RELIEF  REQUESTED WHEREFORE,  Plaintiff  respectfully  reque"
NoReply_20250827_143247_0019.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0019.pdf,16219,0.02,1,Unknown,2025-08-28 14:43:52,"TENANT(S) LANDLORD of  Teriarit Signature of  Tenant ::3.;' a2bni""2'7 ' ' Date{ Date Shady Oaks Sagn"
NoReply_20250827_143247_0020.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0020.pdf,7127,0.01,1,Unknown,2025-08-28 14:43:52,Exhibit  2
NoReply_20250827_143247_0021.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0021.pdf,103911,0.10,1,Complaint,2025-08-28 14:43:52,"GaaHl Courtaddrms 990 Terme  St, Suite 100 Muskegon,  M[  49442-3377 %ntffls  name, address, and tel"
NoReply_20250827_143247_0022.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0022.pdf,103358,0.10,1,Complaint,2025-08-28 14:43:52,COMPLAINT-NONPAYMENTOFRENT   Landlord-Tenant Origlnal - Court I 1st  oopy - Tenam I 2nd Copy - Matli
NoReply_20250827_143247_0023.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0023.pdf,7304,0.01,1,Unknown,2025-08-28 14:43:52,Exhibit  3
NoReply_20250827_143247_0024.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0024.pdf,75012,0.07,1,Complaint,2025-08-28 14:43:52,"Approved,   SCAO Court  Address  990  TERRACE  STREET  SUITE  100 MUSKEGON,   Ml   49442 Original"
NoReply_20250827_143247_0025.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0025.pdf,7204,0.01,1,Unknown,2025-08-28 14:43:52,Exhibit  4
NoReply_20250827_143247_0026.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0026.pdf,75394,0.07,1,Judgment,2025-08-28 14:43:52,STATE  OF MICHIGAN CASE NO. and JUDGE 60th JUDICIAL  DISTRICT ORDER  FOR REINSTATEMENT  OF CASE  AND
NoReply_20250827_143247_0027.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0027.pdf,55625,0.05,1,Judgment,2025-08-28 14:43:52,Order for Relnstatement of Case and Entry of Judgmenl  Landlord-Tenant  (7/20) Page 2 of  2 IT IS FU
NoReply_20250827_143247_0028.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0028.pdf,145246,0.14,1,Complaint,2025-08-28 14:43:52,"Court  address 990 Terrace'  st.,  Suite  100  Muskegon,  Ml  49442-3377 Court  telephone  no. (2-31"
NoReply_20250827_143247_0029.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0029.pdf,22710,0.02,1,Complaint,2025-08-28 14:43:52,"Requeitand0rderofEvlctlonafterCondltlonalDlsmlssal,Landlord-TenanULandContract  (11/23)  natoNn Page"
NoReply_20250827_143247_0030.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0030.pdf,7309,0.01,1,Unknown,2025-08-28 14:43:52,Exhibit  5
NoReply_20250827_143247_0031.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0031.pdf,116353,0.11,1,Complaint,2025-08-28 14:43:52,"Plaintiff's  name(s),  address(es),  and  telephone  no(s).   ' /f""[4e:iA;,.J,!f/o7,   /,/7 flitg  t"
NoReply_20250827_143247_0032.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0032.pdf,55779,0.05,1,Complaint,2025-08-28 14:43:52,"Court  address Court  telephone  no. ;=gt-izt/-b;rH Plaintiff's  name,  address,  and  telephone  no"
NoReply_20250827_143247_0033.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0033.pdf,50169,0.05,1,Complaint,2025-08-28 14:43:52,ST  ATE  OF  MICHIGAN IN  THE  14TH  JUDICIAL  CIRCUIT  COURT FOR  THE  COUNTY  OF  MUSKEGON ANDREW
NoReply_20250827_143247_0034.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0034.pdf,54432,0.05,1,Complaint,2025-08-28 14:43:52,"*   MCL  125.2301  et seq. (mobile  home  hcensing) *   Michigan  Constitution,  Article  I, §§ 2, 1"
NoReply_20250827_143247_0035.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0035.pdf,59499,0.06,1,Complaint,2025-08-28 14:43:52,III.  FACTUAL  ALLEGATIONS 8.  Plaintiff  lawfiilly  leased  a mobile  home  site  from  Defendants
NoReply_20250827_143247_0036.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0036.pdf,46489,0.04,1,Complaint,2025-08-28 14:43:52,"18. Defendants  failed  to maintain  habitable  conditions  (e.g., sewage,  potable  water)  while c"
NoReply_20250827_143247_0037.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0037.pdf,42394,0.04,1,Complaint,2025-08-28 14:43:52,"25. Defendants  damaged,  discarded,  or  wrongfully  withheld  Plaintiff's  personal  property duri"
NoReply_20250827_143247_0038.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0038.pdf,28653,0.03,1,Complaint,2025-08-28 14:43:54,J. Permit  amendment  of  this  complaint  under  MCR  2.118(C)  as additional  facts  become availa
NoReply_20250827_143247_0039.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0039.pdf,7307,0.01,1,Unknown,2025-08-28 14:43:54,Exhibit  6
NoReply_20250827_143247_0040.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0040.pdf,682256,0.65,1,Unknown,2025-08-28 14:43:54,"';. ill'li ! """"'lil"
NoReply_20250827_143247_0041.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0041.pdf,661947,0.63,1,Unknown,2025-08-28 14:43:54,"4 ,' 7 'raa: ..lQit  II if ,.,llli "",'l  I li la:  . , 4..,,,'o""flli.W7 '  I 'o  l  s -""i,""i:'i7,:45"
NoReply_20250827_143247_0042.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0042.pdf,672873,0.64,1,Unknown,2025-08-28 14:43:54,
NoReply_20250827_143247_0043.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0043.pdf,7630,0.01,1,Unknown,2025-08-28 14:43:54,Exhibit  7
NoReply_20250827_143247_0044.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0044.pdf,47330,0.05,1,Complaint,2025-08-28 14:43:54,"ST  ATE  OF MICHIGAN IN THE  14TH  CiRCUIT  COURT  FOR  THE  COUNTY  OF MUSKEGON ANDREW  J. PIGORS,"
NoReply_20250827_143247_0045.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0045.pdf,24487,0.02,1,Court Order,2025-08-28 14:43:54,may  move  for preliminary  injunction  only  upon  proper  notice  for hearing  and proof  of servi
NoReply_20250827_143247_0046.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0046.pdf,7465,0.01,1,Unknown,2025-08-28 14:43:54,Exhibit  8
NoReply_20250827_143247_0047.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0047.pdf,108655,0.10,1,Complaint,2025-08-28 14:43:54,"Scott  v. Gatesman,  No. 302224  ( Micli.  App.  Feb 02,  2012) DAVID  J. SCOTI',  Plaintiff-Appella"
NoReply_20250827_143247_0048.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143247_0048.pdf,53313,0.05,1,Complaint,2025-08-28 14:43:54,"Scott  v. Gatesman,  No. 302224  (Miel'i.  App.  Feb 02,  2012) Next,   plaintiff   argues   that"
NoReply_20250827_143420_0001.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0001.pdf,47539,0.05,1,Complaint,2025-08-28 14:42:56,"ST  ATE  OF M[CHIGAN IN THE  60TH  DISTRICT  COURT SHADY  OAKS  PARI(  MHP  LLC Plaintiff, V. ANDREW"
NoReply_20250827_143420_0002.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0002.pdf,42985,0.04,1,Unknown,2025-08-28 14:42:56,"""il""ii:s ;iciion iq'ia.)  liincc'cd svitl'iocit riotice to i)ie ilclacndain rir iaurtl'ier  l'iruces"
NoReply_20250827_143420_0003.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0003.pdf,34369,0.03,1,Complaint,2025-08-28 14:42:56,"ST  ATE  OF MICmGAN IN THE  60TH  DISTRICT  COURT SHADY  OAKS  PARK  MHP  LLC Plaintiff, V. ANDREW"
NoReply_20250827_143420_0004.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0004.pdf,96881,0.09,1,Complaint,2025-08-28 14:42:56,"Court  address 990  Terrance  st.,  Suite  100  Muskegon,  Ml 49942-3377 Court  telephone  number (2"
NoReply_20250827_143420_0005.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0005.pdf,108124,0.10,1,Unknown,2025-08-28 14:42:56,MichlganLegalHelp.org  has tools thai can help yoti wllh small clalma cases. Courtaddress 990  Terra
NoReply_20250827_143420_0006.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0006.pdf,32389,0.03,1,Complaint,2025-08-28 14:42:56,ST  ATE  OF MICHIGAN IN THE  60TH  DISTRICT  COURT ANDREW  PIGORS  & ALL OTI-IER  OCCUP  ANTS Plaint
NoReply_20250827_143420_0007.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0007.pdf,42977,0.04,1,Complaint,2025-08-28 14:42:56,4.  Plaintiff  has failed  to plead fraud witli  particularity  as required  by Micliigan  law and c
NoReply_20250827_143420_0008.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0008.pdf,42265,0.04,1,Complaint,2025-08-28 14:42:56,ST  ATE  OF  MICHIGAN IN  THE  60TH  DISTRICT  COURT ANDREW  PIGORS  & ALL OTHER  OCCUPANTS Plaii'it
NoReply_20250827_143420_0009.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0009.pdf,49940,0.05,1,Complaint,2025-08-28 14:42:56,3.  Counter-Plaintiff  rented real property to Counter-Defendant(s)  that is subject to this Coinpla
NoReply_20250827_143420_0010.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0010.pdf,27469,0.03,1,Complaint,2025-08-28 14:42:56,"14, Counter-Defendant(s)  actions as described in tliis Complaint  constitute a breacli of  the Cont"
NoReply_20250827_143420_0011.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0011.pdf,152701,0.15,1,Unknown,2025-08-28 14:42:56,"Court   Address   990   TERRACE   STREET  SUITE   l 00 MUSKEGON,   MI   4 9 4 4 2 Court   're].ephon"
NoReply_20250827_143420_0012.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0012.pdf,144776,0.14,1,Unknown,2025-08-28 14:42:56,"t'.iiir  i   Addt  ess   991:!   TERRACE   STREET   SUI'!'E   1 ""' MtJ!-2KEGO.N   MT  49442 COlll  t"
NoReply_20250827_143420_0013.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0013.pdf,62586,0.06,1,Unknown,2025-08-28 14:42:56,05 E4 550E OCT  02 2023 Delaware FILED OCT  03  2023 The  First  State ADMINISTRATOR CORPORATIONS DM
NoReply_20250827_143420_0014.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0014.pdf,192188,0.18,1,Unknown,2025-08-28 14:42:58,FiledbyCorporationsDivisionAdministrator   FilingNumber:224818259940   Date:05/01/2024 ANNUAL  REPOR
NoReply_20250827_143420_0015.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0015.pdf,73009,0.07,1,Unknown,2025-08-28 14:42:58,Previous  attributable shares: Previous  period  apportionment percentage: For  year ending: This  d
NoReply_20250827_143420_0016.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0016.pdf,44541,0.04,1,Unknown,2025-08-28 14:42:58,Filed  by Corporations  Division  Administrator   Filing  Number:  224818259940   Date:  05/01/2024
NoReply_20250827_143420_0017.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0017.pdf,59932,0.06,1,Unknown,2025-08-28 14:42:58,550E JAN  03 2023 05 E4 Delaware The  First  State FILED JAN  03  2023 ADMINISTRATOR CORPORATIONS  D
NoReply_20250827_143420_0018.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0018.pdf,189077,0.18,1,Unknown,2025-08-28 14:42:58,Filed by Corporations  Division  Administrator   Filing Number:  223684356700   Date: 05/04/2023 ANN
NoReply_20250827_143420_0019.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0019.pdf,70729,0.07,1,Unknown,2025-08-28 14:42:58,Previous  attributable shares: Previous  period  apportionment percentage  : For  year ending  : Thi
NoReply_20250827_143420_0020.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0020.pdf,44536,0.04,1,Unknown,2025-08-28 14:42:58,Filed  by Corporations  Division  Administrator   Filing  Number:  223684356700   Date:  05/04/2023
NoReply_20250827_143420_0021.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0021.pdf,186518,0.18,1,Unknown,2025-08-28 14:42:58,Filed  by Corporations  Division  Administrator   Filing  Number:  225952679450   Date:  04/28/2025
NoReply_20250827_143420_0022.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0022.pdf,44376,0.04,1,Unknown,2025-08-28 14:42:58,Filed  by Corporations  Division  Administrator   Filing  Number:  225952679450   Date:  04/28/2025
NoReply_20250827_143420_0023.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0023.pdf,432964,0.41,1,Complaint,2025-08-28 14:42:58,"Court address JIS Code:  RQE Court  telephone  number Plaintiffs/Petitioner's  name, address, and te"
NoReply_20250827_143420_0024.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0024.pdf,69060,0.07,1,Unknown,2025-08-28 14:42:58,"Approved,  SCAO REQUEST  FOR  REASONABLE ACCOMMODATIONS  AND  RESPONSE Court  name  and  address Tel"
NoReply_20250827_143420_0025.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143420_0025.pdf,80665,0.08,1,Complaint,2025-08-28 14:42:58,"zd4a Court address 990 Terrace st., Suite 100 Muskegon,  ?Vfl 49442-3377 Court telephono no. Plalnti"
NoReply_20250827_143510_0001.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143510_0001.pdf,86244,0.08,1,Unknown,2025-08-28 14:42:20,"SITF,  LEASE  AGREEMENT ThisLotLeaseAgreement(this""Lease"")ismadeandenteredonthis028dayofl!!L'ChO.:'l"
NoReply_20250827_143510_0002.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143510_0002.pdf,78747,0.08,1,Unknown,2025-08-28 14:42:20,"If  the Tertn has expired, TENANT'S  liability  for rent will continue, on a month-to-montli  basis"
NoReply_20250827_143510_0003.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143510_0003.pdf,87126,0.08,1,Unknown,2025-08-28 14:42:20,credit/debit  card (and only  if  LANDLORD  is set up to receive  payments  by such means).   CASH W
NoReply_20250827_143510_0004.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143510_0004.pdf,95842,0.09,1,Unknown,2025-08-28 14:42:20,5.  LATE  CHARGES   The TENANT  agrees to pay as additional  Rent  a late71iquidated  damage  charge
NoReply_20250827_143510_0005.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143510_0005.pdf,86770,0.08,1,Unknown,2025-08-28 14:42:22,to provide  LANDLORD  evidence  of  TENANT'S  title  ownership  of  the Home  ripon execution  of  t
NoReply_20250827_143510_0006.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143510_0006.pdf,89721,0.09,1,Unknown,2025-08-28 14:42:22,"improvement,  e.g., porcli,  deck,  landscaping  installations,  carport,  awning,  shed and/or  pad"
NoReply_20250827_143510_0007.pdf,C:\Users\andre\Desktop\SHADYOAKS_EVIDENCE_001\NoReply_20250827_143510_0007.pdf,92160,0.09,1,Unknown,2025-08-28 14:42:22,"Indemnity program for a monthly charge of $10. Upon move-in, TENANT  will automatically  be enrolled"
