file,page,sentence,hits
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0025.pdf,1,"o s ' n NAME DOB AGE CASE # GENDER Andrew Pigors 1 2/30/1 987 37 02508341 Male ADDRESS 1G177 Whitehall Road Lot 17, Muskegon, Ml 49445 EVALUATION DATE START TIME STATUS 09/04/2025 4:49PM [x Complete € In-Progress CLINICIAN Melissa DeAugustine € This is a post hospital/institution appointment NOTES lllIIIIllIllIllIIIIlllIlllIIIllIllllIllllIIlllllllllllIIIIllllllIllllllllllIllllIIlllllllllllllllIll 1 r ll'KrrOrla)x'.",ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0026.pdf,1,Or the opposite - being so fidgety or restless that you have been [x € € € iiioving around a lot more than usual?,ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0026.pdf,1,""" i'zmi PHQ-9 Depression Severity ------ --- -- ProposedTrea-tmen-tActio-ns 7 - --- - ----' - Score 0-4 None-Minimal None/Ongoing monitoring 5-9 Mild Watchful Waiting; repeat PHQ-9 at follow-up 10-14 Moderate Treatment plan, considering counseling, Psychiatric follow-up/or pharmacotherapy 15-19 Moderately Severe Active treatment psychiatrist and therapy 20-27 Severe Immediate review and treatment by psychiatrist Electronically Signed By: Michelle R.",psych
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0023.pdf,1,"EMPLOYMENTSTATuS -""""-'-'- --""'-'-""------""'-""""-""-""""""-'-""""""'---""-"""""""""""""""""""""""" Full-time competitive, integrated employment MINIMUM WAGE Individual is currently earning minimum wage or more TOTAL ANNUAL INCOME NUMBER OF DEPENDENTS ENROLLE € IN SDA ,SS IOR SSDI @ , 2 € Yes [x No € Not collected (crisis a No 'collecte d(crisi sonly ,unknow n, on lyu,nkno owtnh ,eerxcep teiotnc.,) € Not collected (crisis only, unknown, other othe rexceptio ne,tc.) exce pti 0, etC.) WORKnASKHOLIRS(TOTALINTHEPAST2WEEKS) EARNINGSPERHOuR(lNTHEPAST2WEEKS) 80 IF EMPLOYED ,SPECIFY OCCUPATION "" ilik!ai a "" ' , = = ..."" - - LEGAL RELATED STATUS Not under jurisdiction of corrections or law enforcement program; No juvenile justice involvement JUVENILE JUSTICE INVOLVEMENT AT uP[)ATE OR DISCHARGE YOUTH PRIOR LAW ENFORCEMENT HISTORY YOUTH PRIOR JUVENILE JUSTICE HISTORY MARITAL STATUS MAIDEN NAME Divorced INDIVIDUAL OR FAMILY MILITARY SERVICE No IN[)IVIDLIAL/FAMIL YENROLLED IN/CONNECTED TO VAA/ETERAN RESOuRCES/OTHER SUPPORT & SERVICE ORGANIZATIONS MOSTRECENTMILITARYSERVICEERAOFTHEINDMDUALRECEIVINGSERVICES BRANCHSERVE[llNBYTHEINDMDUAL VETERAN STATUS OF THE INDIVIDUAL RECEIVING SERVICES Not a veteran Illlllllllllllllllll",ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0024.pdf,1,"+""""""""""""""""""""""""""""""""----""""""'-""""-' - '-----'-'-""""'-""-----'-'-""'-'-'------""'-'-'--'-----'-'-'----- '- ' ---'- - PREGNANT € Yes € NO [x N/A PLEASE SELECT WHICH OF THE FOLLOWING IS TRUE FOR THIS INDMDuAL: € Parent at Risk of Losing a Child € lnjecting Substance User € Individual Under Supervision of MDOC and Referred by MDOC or Individual Being Released Directly from an M[)QC Facility Without Supervision and Referred by MDOC 0 None of the above PLEASE INDICATE IF ANY OF THE FOLLOWING CONDITIONS EXIST FOR THIS PERSON (MULTIPLE FIELDS MAY BE SELECTED IF APPLICABLE) .IF ANY OF THE CONDITIONS EXIST THE PERSON MUST BE OFFERED A FACE-TO-FACE APPOINTMENT WITHIN 24 HOURS OR A REFERRAL WITH WARM HANDOFF TO A PROVIDER WHO CAN OFFER A FACE-TO-FAC EAPPOINTMENTWITHIN 24 HOuRS.","ppo,substance"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0024.pdf,1,€ Suicidal/Homicidal € Other Mental Health Crisis lIllIIIllIIIllllIllIlllIlllllIIIllIIllllllllIIIIIllIIIIIIIIIIIIIIIllllIIIlllIIIIIIIIIllIIllIIIIIIIII C)>re'i S iai# Q,"mental,suicid"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0021.pdf,1,"%V HealthWest Environmental Risk Assessment HeatthWest 1!ljlkJIJlNFllllilM!Aul!!l&Mffiffll mow ammnm WXfflffliillNIO!mW: , NAME DOB AGE CASE # GENDER Andrew Pigors 1 2/30/1 987 37 02508341 Male ADDRESS 1977 Whitehall Road Lot 17, Shelby, Ml 49455 DOCIIMENT DATE 09/04/2025 "" a ' * - € o i I "" a -WHODOYOLINORMALLYLIVEWITHATYCILIRHOME?",mental
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0021.pdf,1,€ Yes Z No DOES ANYONE IN YOUR HOME USE DRLIGS OR ALCOHOL?,alcohol
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0022.pdf,1,"€ Yes A No € Refused € Don't Know o-- @o-ii MEDICAID ID # 000036690685 € Medicaid: € Nolnsurance € No Medicaid Mental Health Benefit € Medicare € Fee for Service Medicaid € Blue Cross /Blue Shield [x Qualified Health Plan € VA € MedicaidDeductible € Other € Healthy Ml € N/A INSLIRANCE COMMENTS "" i aa"": "" lil ' I [E Referred to Initial Evaluation tx Continue to Same Day Evaluation € Declined Same Day Evaluation € Referred to Pre-Admission Screening/Hospital Evaluation € Referred to Mobile Crisis Response Team € Referred to Outside Agency € Referred to HealthWest Community Benefit Program € Created for Data Entry Only DISPOSITION COMMENTS ' """" ...",mental
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0019.pdf,1,ARE YOU CONCERNED ABOUT SOMEONE IN YOLIR HOME uSING DRuGS OR ALCOHOL?,"alcohol,drug"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0019.pdf,1,DO YOU FEEL UNSAFE IN YOUR DAILY LIFE) € Yes [x No it .IS ANYONE IN YOUR HOME THREATENING OR ABuSlNG YOtl?,"threat,unsafe"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0020.pdf,1,"1s € * e i i ' 1 HOW DO YOU TEND TO REACT TO BEING ANGRY, PRESSURED, OR TO PERCEIVED THREATS?",threat
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0020.pdf,1,"Ihave ADHD Itend to go into autopilot, speechstops, dry mouth HOW DO WE BEST SUPPORT YOU WHEN YOU ARE FEELING UNSAFE OR FEELING THREATENED?","ppo,threat,unsafe"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0020.pdf,1,"Idon't feel unsafe, or threatened Elecfrorucally Signed By: Michelle R.","threat,unsafe"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0017.pdf,1,"}NfUa Score 'Risk Level ' CANS Scoring Intervention ' - 0-7 Zone I o Alcohol Education/describe low risk of drinking guidelines, Positive Health Message.",alcohol
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0017.pdf,1,Thresholds for defining unhealthly alcohol use Counseling should be provided if the following thresholds are met: ALIDIT Screening: score >= 8 ALIDIT-C Screening: score >= 4 for men score >= 3 for women PROVIDED COuNSELING FOR UNHEALTHY ALCOHOL USE € Yes [X No Electronically Signed By: Michelle R.,alcohol
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0018.pdf,1,How ofken do you have a drink containing alcohol?,alcohol
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0015.pdf,1,Michigan Department of Health and Human Services Consent to Share Information Use this form to give or take away your consent to share information about your: Mental and behavioral health services.,mental
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0015.pdf,1,"Diagnosis, referral, and treatment for an alcohol or substance use disorder.","alcohol,substance"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0015.pdf,1,"This will be referred to as ""substance use disorder"" throughout this form.",substance
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0015.pdf,1,But they may need your consent to share your behavioral health or substance use disorder records.,substance
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0015.pdf,1,Let us know who can see and share your behavioral health and substance use disorder records.,substance
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0015.pdf,1,Waiver Supports Application-MDHHS 4.,ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,Have you used drugs other than those required for medical reasons?,drug
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,Do you abuse more than one drug at a time?,"abuse,drug"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,Are you unable to stop using drugs when you want to?,drug
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,"Haveyouhad""blackouts'or""flashbacks""asaresultofdruguse?",drug
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,Do you ever feel bad or guilty about your drug use?,drug
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,Have you neglected your family because of your use of drugs?,drug
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,Have you engaged in illegal activities in order to obtain drugs?,drug
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,Have you ever experienced withdrawal symptoms as a result of heavy drug intake?,drug
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,Have you had medical problems as a result of your drug use (e.g.,drug
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0016.pdf,1,"€ NUMBER OF ""YES"" ANSWERS 1 00 Score Degree of Problems CANS Scoring Suggested Action Related to Drug Abuse € 0 No problems Reported 0 Positive Health Message [X 1-2 Low Level 4 Brief Education and Intervention to reduce use.","abuse,drug"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0013.pdf,1,"€ Individual listed in Section 1 € Parent (Print Name) € Guardian (Print Name) € Authorized Representative (Print Name) PRINT NAME OF PERSON WHO RECEIVED THE VERBAL WITHDRAWAL SIGNATURE DATE Other Information for Health Care Providers and Health Plans This form cannot be used for a release of information from any person or agency that has provided services for dornestic violence, sexual assault, stalking, or other crimes.","assault,stalk,stalking"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0014.pdf,1,' - 1 @ - f - @ I ' @ € IT a < ffi a a CHOOSE ONE OPTION: [x Share all of my behavioral health and substance use disorder records.,substance
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0014.pdf,1,"This does not include ""psychotherapy notes."" [1 ]Share only the types of behavioral health and substance use disorder records listed below.","psych,substance"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0014.pdf,1,"By signing this form, Iunderstand: s Iam giving consent to share my behavioral health and substance use disorder records.",substance
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0014.pdf,1,"This includes referrals and services for alcohol and substance use disorders, but other information may also be shared.","alcohol,substance"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0014.pdf,1,ffl Other types of my health information may be shared along with my behavioral health and substance use disorder records.,substance
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0014.pdf,1,"g This form does not give my consent to share ""psychotherapy notes"".",psych
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0014.pdf,1,s Ican remove my consent to share behavioral health and substance use disorder records at any time.,substance
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0012.pdf,1,"- , ';'-l I , - @ I @ - = , I , I II I l- ""' -"""""""""""""""" - '- - - - - '-' ""- NoCo-Morbidity DimensionScore:l Any illnesses that may have occurred in the past are now stable and pose no threat to the stability of the current condition.",threat
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0012.pdf,1,oaf-'lf'a@!71 f@----@- 'Highly Supportive Environment Dimension Score: 1 Plentiful sources of support with ample time and interest to provide for both material and emotional needs in most circumstances.,ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0012.pdf,1,' Significant Response to Treatment and Recovery Dimension Score: 2 Management Recovery has been managed for moderate periods of time with limited support or structure.,ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0011.pdf,1,"li'€ HealthWest HealthWest Initial Evaluation 'Jh'l;lfi!!lj!@ ' ,I nmmBBBnnnnwunnnnumuminsiv I NAME DOB AGE CASE # GENDER Andrew Pigors 12/30/'1987 37 02508341 Male ADDRESS 1977 Whitehall Road Lot 17, Muskegon, Ml 49445 SERVICE DATE TIME HOOO2 Brief screening to non-inpatient program 09/05/2025 10:51AM - 11:39AM DATE OF EVALUATION TIME OF EVALUATION 09/05/2025 10:51AM WWiiW ' o ' a"" [JATE/TIME FIRSTNAME LASTNAME RELATIONSHIR!.ALLBACK 09/05/2025 10:10AM TO PHONE INDMDuAL NUMBER Self REQUEST FOR SERVICES NOTES Client presents to HW requesting mental health assessment.",mental
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0008.pdf,1,"- , ,'l-'-','', 0-7 Zone I o Alcohol Education/describe low risk of drinking guidelines, Positive Health Message.",alcohol
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0008.pdf,1,"n' : :'..', si: ' , * , : .Related:tb'=Dt'u4Abuse; ."" '."" ,, , , ..",abuse
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0008.pdf,1,"' .I MEDICATION-ASSISTED OPIOID THERAPY ATTENDANCE AT SUBSTANCE USE SELF-HELP GROUPS IN PAST 30 DAYS [1 ]Yes € No [x Not Applicable € Not collected (crisis only, Not collected (crisis only, unknown, other exception, etc.) other exception, etc.) !Il'l:71!!'l-l'l-Ii'il-lSk DATE STAFF SCORE 09/05/2025 Melissa DeAugustine LBSW 12 !ii € ASAM Worksheet Completed € ASAM Continuum Completed (upload Narrative and Summary documents) € ASAM Continuum Completed by another provider (include details in [)isposition Notes and ensure a copy is maintained in your records) [] GAIN Assessment (Adolescent only - emai lthe completed assessment to LIM@healthwest.net) € ASAM Not Applicable IIIIIIIIIIIIIllIIIIIIIIIIIIIIllIIIIIIIIIIIIIIIIllIIIIIIIIIIIlllIIIIIIIllIIIIIIIIIIIIIIIIIIIIIIIIIIl 09705/2025 HLWHLWACSOO906241n Page 8 of 10",substance
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0009.pdf,1,"ii; *;;!= D@aa ;Ik:;,f'+;::':Y )':'::j:'4::Q;((l""J:j%;:::::':l""1.5""51;.""::: Pri F43.22 Adjustment disorders; With anxiety (DSM-5) 09/05/2025 Rule Out Additional Infomiation DIAGNOSIS MADE BY / REVIEWED BY EFFECTIVE DATE MelissaDeAugustineLBSW 09/05/2025 @ "" "" < , '= @ l I/DO DESIGNATION MI OR SEC DESIGNATION € Yes [x NO € Not Evaluated [x Yes € No € Not Evaluated DETAILED SMI OR SED STATUS € SMI € SED [x Neither SMI nor SED € Not Evaluated CO-OCCLIRRING DISORDER/INTEGRATED SLIBSTANCE USE AND MENTAL HEALTH TREATMENT € Yes, client with co-occurring SLI and MH problems is being treated with an integrated Tx plan by an integrated team [x No, client does NOT have a co-occurring SU and MH problem € Client with co-occurring SLI and MH problems is NOT currently receiving integrated treatment iJ Not collected (crisis only, unknown, other exception, etc.) LEVEL OF URGENCY [x Routine € Llrgent € Emergent ' - ' =jMJi4*-!l1ll%lfk life Functioning D-omain -LIFEFuNCTIONING'56NTIFIEDTOBEAD[)REiSEDINT; [x Yes [J No Legal %B$BI %BII0 %BBdg [)@(ylBl4 MENTA LHEALTHaNEE DDEO+MAI NIDENTIFIE DTO BEADDRES8ED+ 1TNREATMENT?",mental
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0009.pdf,1,He reports no other mental health or substance use concems.,"mental,substance"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0009.pdf,1,"He has stable housing, a full-time job, and support of friends and family.",ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0007.pdf,1,"Y_ ..aJ SexualAbuse @ x @ :PhQsical-Abuse ""..",abuse
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0007.pdf,1,"EmotionalAbuse @ x @ 'fUleHica'l:Trauma""' ',',-'.",abuse
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0007.pdf,1,"SUICIDE IDEATION € EF1N1T10N8 AND PROMPTS PAST MONTH ASKQUESTIONSTHATARE.BOLDANDl:INDERLINED o YESNO, Ask Questions ' 1and 2 :""l.Haveyou-wis'hediyou-weredead'orwishestyoucould1oito,sleepand)notwakeup?",suicid
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0007.pdf,1,", "" =,,'-_.'a .-a As opposed to '7 have the thoughts but rdefinttely W/ff notdo anything abautthem' 5.",ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0005.pdf,1,"Culturalldentity [] Cl € [x PLEASE WRITE A RATIONALE FOR CENTERPIECE ('O') AND USEFUL ('i') STRENGTHS, AS WELL AS STRENGTHS TO BUILD ('2' OR '3') Andrew reports having support of friends locally.",ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0005.pdf,1,INDIVIDUAL/ENVIRONMENTAL STRENGTH SDOMAI NIDENTIFIE DTO BE AD[)RESSE DIN TREATME:NT?,mental
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0005.pdf,1,This may be an opportunity for resource building.,ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0006.pdf,1,"€ € SubstanceUse 8 € € € :Developmentai lx [1 €- - [] - Safety 7 € € € lMental""Health ax O.","mental,substance"
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0006.pdf,1,3 - Need is dangerous or disabling; requires immediate and/ or intensive action.,danger
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0006.pdf,1,I I 3 - Need is dangerous or disabling; requires immediate and/ or intensive action.,danger
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0003.pdf,1,- Need is dangerous or disabling; requires immediate and/ or iritensive action.,danger
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0003.pdf,1,", [1 "" ' 11 .:"" - Developmental/Intellectual [X € € € ,School(Attendana , ""' .",mental
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0003.pdf,1,His ex has had a PPO order on him since 2023.,ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0003.pdf,1,He states he was in jail six months ago for a week for contempt.,contempt
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0003.pdf,1,He states it was for a show cause for the PPO.,ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0004.pdf,1,3 - Need is dangerous or disabling; requires immediate and/ or intensive action.,danger
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0004.pdf,1,f 2: - 3 Psychosis(Thought[)isorder) [x € € € :lmpulseControl: [x.,psych
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0004.pdf,1,' .7' Cl' 0 AdjustmentToTrauma [J € € 11 )Conduct)'AntisaciffilBeha vior ' [x: [:I [J D-' AttachmentDifficulties (x € € € iOppositionatBehavi or'.,ppo
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0004.pdf,1,MENTAL HEALTH NEEDS DOMAIN IDENTIFIED TO BE ADDRESSED IN TREATMENT?,mental
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0004.pdf,1,3 - Need is dangerous or disabling; requires immediate and/ or intensive action.,danger
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0004.pdf,1,", ,' : "" , ii DangertoSelf [x € [1 Cl Non-Suiiidal:'Self-lnjurtousBehavior [x € CJ Cl OtherSelf-Harm [X € € € 'Danger'toOthers [x € : [J Cl' llIlllllIIIIlllllllllllllllllllllllllIllllIlllllIIlllllllllllIllllllIlllIIllIIllIlllllIIllllllllllI 09/05/2025 HLWHLWACSOO%62410 Page 4 of 10",danger
scanned_300/SCANNEDhealthwest1stscanned_0002/healthwest1stscanned_0001.pdf,1,"Y4'f HealthWest HealthWest Initial Evaluation II)INkJl*'jl8 €41Sldal;l' ',!a'lJMg * ' "" "" '-' "" ' -"" ' - "" ' NAME DOB AGE CASE # GENDER Andrew Pigors 12/30/1987 37 02508341 Male ADDRESS 1977 Whitehall Road Lot 17, Muskegon, Ml 49445 SERVICE DATE TIME HOOO2 Brief screening to non-inpatient program 09/05/2025 10:51 AM - 11 :39AM DATE OF EVALUATION TIME OF EVALUATION 09/05/2025 10:51AM il4@llm#JalA""Ki'J(alllilMli'iri'lJ(@)S DATE/TIME FIRSTNAME LASTNAME RELATIONSHIF!.ALLBACK 09/05/2025 10:10AM TO PHONE INDMDuAL NUMBER Self REQUEST FOR SERVICES NOTES Client presents to HW requesting mental health assessment.",mental
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0003.pdf,1,"AMAYASHOI UCCVPFK Muskegon County REL2106 REGISTER OF ACTIONS 9/11/25 11:00:54 Pg: 3 Caseload Dsp: OEP Crt : C 14 61 Jur: MCNEILL Ref : CLOSE Pub Case: 2023 0000005907 PP WATSON V PIGORS REQUEST FOR APPOINTMENT OF ATTORNEY AND AFFIDAVIT OF INDIGENCY * *GRANTED* * 24 04/11/2024 RNU ORDER ORDER ON MOTION TO MODIFY, EXTEND, OR TERMINATE PERSONAL PROTECTION ORDER 25 04/23/2024 MSC PPO VIOLATION HEARING GILMORE/MARTINI BOTH PARTIES APPEARED/ 15 DAYS IN ABEYANCE CC384 26 04/23/2024 RNU ORDER ORDER AFTER HEARING ON VIOLATION OF VALID PERSONAL PROTECTION FOREIGN PROTECTION ORDER 27 04/23/2024 RNU EXHIBIT LIST EXHIBIT LOG FILED 28 10/14/2024 ZTJ PETITION & ORDER TO SHOW CAUSE MOTION AND ORDER TO SHOW CAUSE FOR VIOLATING VALID PERSONAL FOREIGN PROTECTION ORDER SET NEXT DATE: PPOH 10/30/2024 9:30 AM MCNEILL COURTROOM: ccc HALL OF JUSTICE 4TH FLOOR ROOM G, IN PERSON 29 10/23/2024 D 001 ZTJ PROOF OF SERVICE PROOF OF SERVICE 30 10/30/2024 MSC PERSONAL PROTECTION ORDER HEARING ppo VIO DISMISSED/ PPO AMENDED/ ccasza/ccags/pos 31 10/30/2024 D 001 ZTJ PROOF OF SERVICE PROOF OF SERVICE 32 10/30/2024 ZTJ EX PARTE ORDER PERSONAL PROTECTION ORDER (DOMESTIC) 33 10 /30/2024 ZTJ ORDER ORDER AFTER HEARING O","ppo,protection order,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0001.pdf,1,"A!V[AYAS-HOI UCCVPFK Muskegon County REL2 106 REGISTER OF ACTIONS 9 / 11 /2 5 11: 0 0 :5 4 Pg: 1 Caseload Dsp: OEP Crt : C 14 61 Jur : MCNEILL Ref : CLOSE Pub Case: 2023 0000005907 PP WATSON V PIGORS Atty: PRO PER - PRO PER Worker: File: 12/04/2023 Dispose: 12/04/2023 Reopen: Close: 12/05/2023 X-Reference: Microfilm Number: P 001 EMILY WATSON 2160 GARLAND DR NORTON SHORES, MI 49441 Gender : D 001 ANDREW PIGORS 1977 WHITEHALL RD TI';'LR 17 MUSKEGON, MI 49445 Gender : ROS: 04/11/2024 DISPOSED : 12/04/2023 GRANTED Events, Actions, and Judgments NUM Date Jurist Chg / Party Clerk 1 12 / 04 /2 023 NRF PETITION FOR PERSONAL PROTECTION ORDER 2 12/04/2023 D 001 RNU EX PARTE ORDER DISP: GRANTED PERSONAL PROTECTION ORDER (DOMESTIC) REP DOB 12/30/1987 EXP 12/4/2024 **EXT 12/04/2025** NSPD 3 12/05/2023 SS CLOSE CASE SENT TO PD 4 12/05/2023 SS ORDER 6 12/05/2023 D 001 KLJ RETURN OF SERVICE RETURN OF SERVICE 5 12 / 13 / 2023 KLJ MOTION FILED MOTION TO MODIFY, EXTEND, OR TERMINATE PPO SET NEXT DATE: PPOH 01/04/2024 8:30 AM MCNEILL COURTROOM: CCG COURTROOM G - 4TH FLOOR 7 12/20/2023 KLJ PETITION & ORDER TO SHOW CAUSE MOTION AND ORDER TO SHOW CAUSE FOR VIOLATING VALID PERSONAL FOREIGN PROTECTION ORD","ppo,protection order"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0002.pdf,1,"AMAYASHOI UCCVPFK Muskegon County REL2 10 6 REGISTER OF ACTIONS 9/11/25 11:00:54 Pg: 2 Caseload Dsp: OEP Crt : C 14 61 Jur: MCNEILL Ref : CLOSE Pub Case: 2023 0000005907 PP WATSON V PIGORS 01/04/2024 MSC PERSONAL PROTECTION ORDER HEARING BOTH PARTIES APPEARED MOT TO DISMISS DENIED/ OSC DISMISSED7CC382a7385 10 01/04/2024 SS ORDER ORDER **DENIED** ON MOTION TO TERMINATE PERSONAL PROTECTION ORDER 11 01/04/2024 D 001 SS ORDER ORDER AFTER HEARING ON VIOLATION OF VALID PERSONAL PROTECTION FOREIGN PROTECTION ORDER 12 03/25/2024 RNU PETITION & ORDER TO SHOW CAUSE MOTION AND ORDER TO SHOW CAUSE FOR VIOLATING VALID PERSONAL FOREIGN PROTECTION ORDER **HEARING INFORMATION** SET NEXT DATE: PPOH 04/11/2024 10:00 AM MCNEILL COURTROOM: CCG IN PERSON ROOM G 03/29/2024 D 001 RNU PROOF OF SERVICE PROOF OF SERVICE 14 03 /29/2024 D 001 RNU PROOF OF SERVICE PROOF OF SERVICE 15 04 /01/2024 RNU MOTION FILED MOTION TO MODIFY, EXTEND, OR TERMINATE PPO HEARING GRANTED SET NEXT DATE: PPOH 04/11/2024 10:00 AM MCNEILL COURTROOM: CCG IN PERSON COURTROOM G, 4TH FLOOR 16 04/09/2024 P 001 RNU PROOF OF SERVICE PROOF OF SERVICE 17 04/11/2024 PMR SET CASE ON CALENDAR SET NEXT DATE: ppov 04/23/2024 10:00 AM MCNEILL COU","ppo,protection order,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/dockets notices proofs scanned_0002.pdf,1,18 04/11/2024 P 001 RNU NOTICE TO APPEAR NOTICE TO APPEAR 19 04/11/2024 D 001 RNU NOTICE TO APPEAR NOTICE TO APPEAR 20 04/11/2024 RNU EX PARTE ORDER PERSONAL PROTECTION ORDER (DOMESTIC) AMENDED 21 04/11/2024 D 001 RNU RETURN OF SERVICE RETURN OF SERVICE of AMENDED PPO 22 04/11/2024 RNU ORDER ORDER AFTER HEARING ON VIOLATION OF VALID PERSONAL PROTECTION FOREIGN PROTECTION ORDER SET NEXT DATE: PPOH 04/23/2024 10:00 AM MCNEILL COURTROOM: CCG IN PERSON 23 04/11/2024 D 001 RNU ORDER,"ppo,protection order,violation"
scanned_300/SCANNEDdockets notices proofs scanned_0003/court docs ppo cust scanned_0031.pdf,1,"The respondent pled guilty to the violations in the motion to show cause (complete item 10 and,ifappropriate,items 11 and 12) 4.",violation
