source_dir,file,stream,kind,cite
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)(1)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(D)(3)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Motion_In_Limine_104a_2025-08-19.txt,MEEK2,MCR,MCR 3.207(B)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Motion_In_Limine_104a_2025-08-19.txt,MEEK2,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Motion_In_Limine_104a_2025-08-19.txt,MEEK2,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_RTA_to_Watson_2025-08-19.txt,MEEK1,MCR,MCR 2.312
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_RTA_to_Watson_2025-08-19.txt,MEEK1,MCR,MCR 2.312(B)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_RTA_to_Watson_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_RTA_to_Watson_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Oral_Handup_One_Page_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Oral_Handup_One_Page_2025-08-19.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Oral_Handup_One_Page_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Oral_Handup_One_Page_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Motion_to_Compel_Native_Audio_2025-08-19.txt,MEEK1,MCR,MCR 2.302
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Motion_to_Compel_Native_Audio_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/Pigors_v_Watson_Motion_to_Compel_Native_Audio_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,Pigors_v_Watson_8-22-25_Hearing_Pack_2025-08-19/READ_ME_FILING_ORDER.txt,MEEK2,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Proposed_Order_Vacate_Ex_Parte_PT_Suspension (1).txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCR,MCR 1.109(E)(7)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCR,MCR 3.207(B)(1)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCR,MCR 2.602(A)(3)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCR,MCR 3.210(C)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCR,MCR 2.107(A)(1)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCR,MCR 3.207(B)(5)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCR,MCR 1.109(E)(7)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCL,MCL 600.2591
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_UPDATED (1).txt,MEEK1,MCL,MCL 600.2591
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/02_Objection_to_Ex_Parte_Order.txt,MEEK1,MCR,MCR 3.207(B)(5)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/02_Objection_to_Ex_Parte_Order.txt,MEEK1,MCR,MCR 1.109(E)(7)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.215
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 2.119(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.215(E)(4)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 2.107(A)(1)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)(5)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 2.107(A)(1)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)(5)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 2.107(A)(1)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCR,MCR 3.207(B)(5)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.27
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 552.603
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Affidavit_of_Andrew_J_Pigors_SWORN (1).txt,MEEK1,MCL,MCL 722.23
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCR,MCR 1.109(E)(7)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCR,MCR 3.207(B)(1)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCR,MCR 2.602(A)(3)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCR,MCR 3.210(C)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCR,MCR 2.107(A)(1)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCR,MCR 3.207(B)(5)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCR,MCR 1.109(E)(7)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCL,MCL 600.2591
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Motion_WITH_EXHIBITS_XREF_FOOTNOTED.txt,MEEK1,MCL,MCL 600.2591
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Motion_In_Limine_104a_2025-08-19.txt,MEEK2,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Motion_In_Limine_104a_2025-08-19.txt,MEEK2,MCL,MCL 750.539c
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Motion_In_Limine_104a_2025-08-19.txt,MEEK2,MCL,MCL 750.539c
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Motion_to_Compel_Native_Audio_2025-08-19.txt,MEEK1,MCR,MCR 2.302
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Motion_to_Compel_Native_Audio_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Motion_to_Compel_Native_Audio_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)(1)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(D)(3)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.207(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Objection_CounterMotion_ProposedOrder_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Oral_Handup_One_Page_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Oral_Handup_One_Page_2025-08-19.txt,MEEK1,MCR,MCR 3.206(D)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Oral_Handup_One_Page_2025-08-19.txt,MEEK1,MCL,MCL 750.539c
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_Oral_Handup_One_Page_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_RTA_to_Watson_2025-08-19.txt,MEEK1,MCR,MCR 2.312
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_RTA_to_Watson_2025-08-19.txt,MEEK1,MCR,MCR 2.312(B)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_RTA_to_Watson_2025-08-19.txt,MEEK1,MCR,MCR 1.109(E)
EXTRACTED_TEXT,THIS IS THE BEGINNING FOR AUGUST 22/Pigors_v_Watson_RTA_to_Watson_2025-08-19.txt,MEEK1,MCL,MCL 722.27a
FULLTEXT_EXPANDED_FAST,CORE_PDFS/02_Objection_to_Ex_Parte_Order.txt,MEEK1,MCR,MCR 3.207(B)(5)
FULLTEXT_EXPANDED_FAST,CORE_PDFS/02_Objection_to_Ex_Parte_Order.txt,MEEK1,MCR,"MCR
1.109(E)(7)"
FULLTEXT_EXPANDED_FAST,CORE_PDFS/03_Brief_in_Support_Motion_Vacate.txt,MEEK1,MCR,MCR 3.207(B)(1)
FULLTEXT_EXPANDED_FAST,CORE_PDFS/03_Brief_in_Support_Motion_Vacate.txt,MEEK1,MCR,"MCR
3.210(C)"
FULLTEXT_EXPANDED_FAST,CORE_PDFS/03_Brief_in_Support_Motion_Vacate.txt,MEEK1,MCR,"MCR
2.602(A)(3)"
FULLTEXT_EXPANDED_FAST,CORE_PDFS/03_Brief_in_Support_Motion_Vacate.txt,MEEK1,MCR,MCR 2.107
FULLTEXT_EXPANDED_FAST,CORE_PDFS/03_Brief_in_Support_Motion_Vacate.txt,MEEK1,MCL,MCL 722.27a
FULLTEXT_EXPANDED_FAST,CORE_PDFS/Affidavit_of_Andrew_J_Pigors_SWORN.txt,MEEK1,MCR,MCR 3.207(B)
FULLTEXT_EXPANDED_FAST,CORE_PDFS/Affidavit_of_Andrew_J_Pigors_SWORN.txt,MEEK1,MCR,"MCR
3.215(E)(4)"
FULLTEXT_EXPANDED_FAST,CORE_PDFS/Affidavit_of_Andrew_J_Pigors_SWORN.txt,MEEK1,MCR,MCR 3.207(B)
FULLTEXT_EXPANDED_FAST,CORE_PDFS/Affidavit_of_Andrew_J_Pigors_SWORN.txt,MEEK1,MCR,MCR 3.215(E)(4)
